ORIS_Plant_Code,PlantType,cap,OPRNAME,CAPFAC,NAMEPCAP,PLNGENAN,PLNGENOZ,PLNOXAN,PLNOXOZ,PLSO2AN,PLCO2AN,PLCH4AN,PLN2OAN,PLCO2EQA,PLHGAN
60258,Solar PV,28.1,"Tri-State G & T Assn, Inc",0.2819,28.1,"69,391","34,743",,,,,,,,
60259,Onshore Wind,80.0,PacifiCorp,0.4026,80.0,"282,137","111,224",,,,,,,,
60261,Solar PV,100.0,Nevada Power Co,0.3303,100.0,"289,341","154,857",,,,,,,,
60262,Onshore Wind,73.4,Southwest Public Power Dist,0.4241,73.4,"272,698","98,742",,,,,,,,
60264,Combustion Turbine,360.0,CenterPoint Energy,0.0429,427.2,"160,376","129,525",121.0,95.0,1.0,125402.0,4676.0,468.0,125530.0,
60265,Solar PV,4.4,Jersey Central Power & Lt Co,0.1911,4.4,"7,364","3,860",,,,,,,,
60266,Solar PV,5.9,Atlantic City Electric Co,0.1973,5.9,"10,198","5,346",,,,,,,,
60267,Solar PV,2.7,Jersey Central Power & Lt Co,0.1929,2.7,"4,563","2,392",,,,,,,,
60270,Onshore Wind,300.0,Southwestern Public Service Co,0.4612,148.4,"599,487","233,195",,,,,,,,
60274,Solar PV,2.0,City of Westfield - (MA),0.1855,2.0,"3,249","1,757",,,,,,,,
60275,Solar PV,2.0,Pacific Gas & Electric Co,0.2723,2.0,"4,771","2,604",,,,,,,,
60276,Combustion Turbine,3.8,Massachusetts Electric Co,0.6122,4.1,"21,988","9,452",19.0,8.0,0.0,7092.0,268.0,27.0,7100.0,
60277,Solar PV,1.5,Pacific Gas & Electric Co,0.1623,1.5,"2,132","1,164",,,,,,,,
60278,Solar PV,1.9,Massachusetts Electric Co,0.1781,1.9,"2,964","1,724",,,,,,,,
60279,Solar PV,20.0,Southern California Edison Co,0.3149,20.0,"55,178","30,120",,,,,,,,
60280,Solar PV,20.0,Southern California Edison Co,0.3117,20.0,"54,614","29,812",,,,,,,,
60281,Solar PV,3.0,Southern California Edison Co,0.3184,3.0,"8,368","4,568",,,,,,,,
60283,Solar PV,6.5,"United Power, Inc",0.203,7.8,"13,870","7,334",,,,,,,,
60285,Solar PV,30.0,Tucson Electric Power Co,0.2879,30.0,"75,653","39,819",,,,,,,,
60288,Solar PV,4.9,Duke Energy Progress - (NC),0.093,5.0,"4,072","2,094",,,,,,,,
60293,Solar PV,4.9,Duke Energy Progress - (NC),0.2368,10.2,"21,157","10,253",,,,,,,,
60296,Solar PV,4.9,,,,,,,,,,,,,
60297,Energy Storage,10.0,Duke Energy Ohio Inc,0.0,10.0,(615),(272),,,,,,,,
60299,Energy Storage,7.0,Village of Minster - (OH),0.0,7.0,0,0,,,,,,,,
60300,Solar PV,3.0,El Paso Electric Co,0.3179,3.0,"8,353","4,329",,,,,,,,
60302,Combined Cycle,755.0,Potomac Electric Power Co,0.6403,830.6,"4,658,538","2,154,283",97.0,45.0,10.0,2017989.0,72246.0,7225.0,2019969.0,
60303,Solar PV,52.0,South Mississippi El Pwr Assn,0.2221,52.0,"101,175","52,830",,,,,,,,
60304,Solar PV,30.0,"Tri-State G & T Assn, Inc",0.2818,30.0,"74,051","38,350",,,,,,,,
60306,Solar PV,52.0,Mississippi Power Co,0.2401,52.0,"109,351","57,654",,,,,,,,
60307,Solar PV,100.0,San Diego Gas & Electric Co,0.2923,100.0,"256,047","137,112",,,,,,,,
60308,Solar PV,150.0,San Diego Gas & Electric Co,0.3392,150.0,"445,637","227,107",,,,,,,,
60310,Solar PV,20.0,Southern California Edison Co,0.3065,20.0,"53,693","29,310",,,,,,,,
60311,Solar PV,11.4,Southern California Edison Co,0.3061,11.4,"30,566","16,685",,,,,,,,
60312,Solar PV,4.9,"Duke Energy Carolinas, LLC",0.2082,4.9,"8,938","4,596",,,,,,,,
60313,Solar PV,4.9,"Duke Energy Carolinas, LLC",0.2283,4.9,"9,798","5,038",,,,,,,,
60314,Onshore Wind,35.8,Southwest Public Power Dist,0.412,35.8,"129,194","46,780",,,,,,,,
60316,Solar PV,6.8,Virginia Electric & Power Co,0.1418,17.0,"21,111","10,231",,,,,,,,
60317,Onshore Wind,220.5,Public Service Co of NM,0.2085,220.5,"402,635","173,726",,,,,,,,
60318,Solar PV,15.2,Virginia Electric & Power Co,0.1961,19.0,"32,633","15,815",,,,,,,,
60319,Solar PV,8.0,Virginia Electric & Power Co,0.2114,20.0,"37,031","17,947",,,,,,,,
60320,Solar PV,1.2,Public Service Co of Colorado,0.234,1.2,"2,460","1,301",,,,,,,,
60321,Onshore Wind,16.1,Southern California Edison Co,0.1765,16.1,"24,897","14,557",,,,,,,,
60324,Solar PV,100.0,Southern California Edison Co,0.3048,107.9,"288,115","157,006",,,,,,,,
60326,Onshore Wind,250.3,MidAmerican Energy Co,0.1832,467.8,"750,527","245,800",,,,,,,,
60327,Solar PV,1.8,Jersey Central Power & Lt Co,0.1792,1.8,"2,825","1,481",,,,,,,,
60329,Onshore Wind,39.9,Pennsylvania Electric Co,0.2885,39.9,"100,832","30,052",,,,,,,,
60330,Solar PV,6.0,Idaho Power Co,0.2561,6.0,"13,458","7,357",,,,,,,,
60331,Solar PV,9.0,Idaho Power Co,0.2565,9.0,"20,222","11,054",,,,,,,,
60332,Solar PV,10.0,Idaho Power Co,0.2615,10.0,"22,904","12,521",,,,,,,,
60333,Solar PV,4.5,Idaho Power Co,0.2555,4.5,"10,073","5,506",,,,,,,,
60334,Solar PV,10.0,Idaho Power Co,0.2562,10.0,"22,444","12,269",,,,,,,,
60335,Solar PV,10.0,Idaho Power Co,0.2503,10.0,"21,926","11,986",,,,,,,,
60336,Solar PV,50.0,Imperial Irrigation District,0.2969,50.0,"130,023","66,190",,,,,,,,
60337,Solar PV,16.0,Southwest Tennessee E M C,0.2149,16.0,"30,125","16,289",,,,,,,,
60338,Onshore Wind,230.0,Electric Transmission Texas LLC,0.4653,230.0,"937,433","374,938",,,,,,,,
60339,Onshore Wind,230.0,Electric Transmission Texas LLC,0.4362,230.0,"878,886","351,522",,,,,,,,
60340,O/G Steam,50.0,Georgia Power Co,0.6469,54.5,"308,859","171,586",121.0,61.0,3.0,175201.0,224170.0,29419.0,182387.0,
60341,Solar PV,1.0,City of Truth or Consequences - (NM),0.2051,1.0,"1,797",950,,,,,,,,
60342,Onshore Wind,268.6,MidAmerican Energy Co,0.2399,496.6,"1,043,794","341,846",,,,,,,,
60344,Solar PV,2.0,Green Mountain Power Corp,0.1836,2.0,"3,216","1,740",,,,,,,,
60345,Combined Cycle,1723.1,Florida Power & Light Co,0.4692,1723.1,"7,082,099","3,792,273",186.0,85.0,13.0,2589775.0,100804.0,10275.0,2592566.0,
60346,Solar PV,28.4,ITC Midwest LLC,0.1668,28.4,"41,485","22,749",,,,,,,,
60347,Solar PV,19.6,ITC Midwest LLC,0.1559,19.6,"26,768","14,842",,,,,,,,
60348,Solar PV,2.0,ITC Midwest LLC,0.1622,2.0,"2,842","1,576",,,,,,,,
60349,Landfill Gas,2.1999999999999997,PacifiCorp,0.4379,2.3,"8,823","3,752",0.0,0.0,1.0,0.0,0.0,0.0,0.0,
60350,Solar PV,1.5,Nevada Power Co,0.1501,1.9,"2,498","1,305",,,,,,,,
60351,Solar PV,30.0,Platte River Power Authority,0.2332,30.0,"61,276","32,401",,,,,,,,
60352,Solar PV,100.0,Nevada Power Co,0.3061,100.0,"268,134","139,891",,,,,,,,
60353,Solar PV,2.0,Delmarva Power,0.1941,2.0,"3,400","1,648",,,,,,,,
60354,Onshore Wind,150.0,Basin Electric Power Coop,0.4887,150.0,"642,203","236,272",,,,,,,,
60355,Onshore Wind,150.0,Basin Electric Power Coop,0.4955,150.0,"651,123","235,576",,,,,,,,
60356,Combined Cycle,1060.0,Ohio Edison Co,,1105.0,,,,,,,,,,
60357,Combined Cycle,1395.0,PPL Electric Utilities Corp,0.6968,1665.0,"10,163,068","4,022,020",185.0,70.0,20.0,3992035.0,145030.0,14503.0,3996009.0,
60361,Solar PV,5.0,Duke Energy Progress - (NC),0.2081,5.0,"9,116","4,687",,,,,,,,
60363,Solar PV,5.2,Virginia Electric & Power Co,0.2191,5.2,"9,978","5,131",,,,,,,,
60365,Solar PV,1.6,New York State Elec & Gas Corp,0.1505,1.6,"2,110","1,106",,,,,,,,
60366,Onshore Wind,151.2,Sharyland Utilities LP,0.429,151.2,"568,156","218,217",,,,,,,,
60367,Solar PV,5.2,Randolph Electric Member Corp,0.2438,5.2,"11,104","5,710",,,,,,,,
60368,Combined Cycle,1096.5,PPL Electric Utilities Corp,0.5377,1194.4,"5,625,621","2,870,390",128.0,63.0,12.0,2363475.0,86262.0,8626.0,2365839.0,
60369,Solar PV,5.2,Virginia Electric & Power Co,0.1939,5.2,"8,833","4,542",,,,,,,,
60370,Solar PV,5.2,Randolph Electric Member Corp,0.1977,5.2,"9,004","4,630",,,,,,,,
60371,Solar PV,1.5,Tampa Electric Co,0.16,1.5,"2,102",958,,,,,,,,
60372,Solar PV,100.0,Oncor Electric Delivery Company LLC,0.1347,202.0,"238,393","123,788",,,,,,,,
60375,Solar PV,7.7,Public Service Elec & Gas Co,0.1427,7.7,"9,628","5,047",,,,,,,,
60376,Combined Cycle,850.0,American Transmission Systems Inc,0.7105,962.0,"5,987,495","2,476,749",120.0,48.0,12.0,2417265.0,89221.0,8922.0,2419710.0,
60378,Solar PV,5.0,Jersey Central Power & Lt Co,0.1724,5.0,"7,552","3,959",,,,,,,,
60380,Solar PV,5.2,Duke Energy Progress - (NC),0.2498,65.0,"142,241","73,140",,,,,,,,
60381,Solar PV,20.0,Sulphur Springs Valley E C Inc,0.2964,20.0,"51,926","27,331",,,,,,,,
60383,Solar PV,27.6,"Duke Energy Carolinas, LLC",0.2025,54.6,"96,863","48,647",,,,,,,,
60384,Solar PV,5.0,Virginia Electric & Power Co,0.1856,5.0,"8,131","4,181",,,,,,,,
60385,Fuel Cell,1.4,Pacific Gas & Electric Co,0.7834,1.4,"9,607","3,878",,,,,193.0,19.0,,
60386,Solar PV,20.0,Southern California Edison Co,0.3257,20.2,"57,637","31,462",,,,,,,,
60388,Landfill Gas,1.6,PPL Electric Utilities Corp,0.5435,1.6,"7,617","3,203",0.0,0.0,1.0,0.0,0.0,0.0,0.0,
60389,Solar PV,60.0,Los Angeles Department of Water & Power,0.3109,60.0,"163,388","89,189",,,,,,,,
60390,Energy Storage,31.5,Monongahela Power Co,0.0,31.5,"(1,565)",(457),,,,,,,,
60391,Solar PV,20.1,Massachusetts Electric Co,0.1328,20.1,"23,374","12,643",,,,,,,,
60392,Fuel Cell,5.6,Groton Dept of Utilities - (CT),0.8484,5.6,"41,620","18,528",,,,,845.0,84.0,,
60395,Solar PV,5.0,Virginia Electric & Power Co,0.2154,5.0,"9,434","4,851",,,,,,,,
60396,Solar PV,4.9,Duke Energy Progress - (NC),0.2114,4.9,"9,076","4,667",,,,,,,,
60397,Solar PV,4.9,Duke Energy Progress - (NC),0.2072,4.9,"8,895","4,574",,,,,,,,
60398,Solar PV,4.9,Duke Energy Progress - (NC),0.2056,4.9,"8,825","4,538",,,,,,,,
60399,Solar PV,4.9,"Duke Energy Carolinas, LLC",0.2207,4.9,"9,472","4,870",,,,,,,,
60400,Solar PV,4.9,Duke Energy Progress - (NC),0.2197,4.9,"9,429","4,848",,,,,,,,
60401,Solar PV,5.2,Duke Energy Progress - (NC),0.2088,5.2,"9,512","4,891",,,,,,,,
60402,Solar PV,5.2,Duke Energy Progress - (NC),0.2062,5.2,"9,394","4,830",,,,,,,,
60403,Solar PV,5.2,Duke Energy Progress - (NC),0.1969,5.2,"8,971","4,613",,,,,,,,
60404,Onshore Wind,9.1,Emera Maine,0.3899,9.1,"31,082","8,733",,,,,,,,
60405,Solar PV,70.0,Southwestern Public Service Co,0.2704,70.0,"165,830","87,687",,,,,,,,
60406,Solar PV,70.0,Southwestern Public Service Co,0.2683,70.0,"164,512","86,990",,,,,,,,
60408,Solar PV,5.2,Duke Energy Progress - (NC),0.2058,5.2,"9,375","4,821",,,,,,,,
60409,Solar PV,5.2,"Duke Energy Carolinas, LLC",0.2036,5.2,"9,276","4,770",,,,,,,,
60410,Solar PV,5.2,"Duke Energy Indiana, LLC",0.1987,5.2,"9,049","4,996",,,,,,,,
60411,Solar PV,2.2,Washington Electric Coop - (VT),0.1341,2.2,"2,585","1,398",,,,,,,,
60412,Solar PV,4.0,Los Angeles Department of Water & Power,0.2811,4.0,"9,851","5,377",,,,,,,,
60413,Solar PV,50.0,Salt River Project,0.3108,50.0,"136,141","71,657",,,,,,,,
60414,Onshore Wind,276.0,Southwestern Public Service Co,0.511,276.0,"1,235,433","489,429",,,,,,,,
60415,Solar PV,5.2,Virginia Electric & Power Co,0.2092,5.2,"9,527","4,899",,,,,,,,
60416,Solar PV,4.9,Duke Energy Progress - (NC),0.2203,4.9,"9,457","4,863",,,,,,,,
60417,Solar PV,4.9,Virginia Electric & Power Co,0.2297,4.9,"9,858","5,069",,,,,,,,
60418,Hydro,6.0,Puget Sound Energy Inc,0.2093,6.0,"10,998","4,911",,,,,,,,
60419,Geothermal,16.2,Nevada Power Co,0.5967,25.0,"130,680","56,758",,,,,,,,
60422,Solar PV,20.0,Virginia Electric & Power Co,0.1683,20.0,"29,487","15,162",,,,,,,,
60423,Solar PV,1.6,NSTAR Electric Company,0.2087,1.6,"2,925","1,582",,,,,,,,
60424,Solar PV,1.7,Massachusetts Electric Co,0.1511,1.7,"2,250","1,217",,,,,,,,
60425,Solar PV,2.0,New York State Elec & Gas Corp,0.137,2.0,"2,400","1,258",,,,,,,,
60426,Solar PV,1.9,Southern California Edison Co,0.2296,5.0,"10,058","5,490",,,,,,,,
60427,Solar PV,2.0,"Denton County Elec Coop, Inc",0.2116,2.0,"3,708","1,922",,,,,,,,
60428,Solar PV,2.2,Pacific Gas & Electric Co,0.2182,2.2,"4,205","2,295",,,,,,,,
60431,Solar PV,2.0,Massachusetts Electric Co,0.1529,2.0,"2,678","1,404",,,,,,,,
60432,Solar PV,80.0,PacifiCorp,0.3092,80.0,"216,718","117,035",,,,,,,,
60435,Solar PV,7.1,"Duke Energy Indiana, LLC",0.1861,17.0,"27,713","15,299",,,,,,,,
60436,Solar PV,118.5,Electric Transmission Texas LLC,0.2803,118.5,"290,989","148,891",,,,,,,,
60437,Solar PV,2.9,Jersey Central Power & Lt Co,0.2021,2.6,"4,603","2,413",,,,,,,,
60438,Solar PV,3.4,Virginia Electric & Power Co,0.204,3.4,"6,076","3,124",,,,,,,,
60441,Energy Storage,5.0,Portland General Electric Co,0.0,5.0,(526),(224),,,,,,,,
60442,Solar PV,2.0,NSTAR Electric Company,0.1354,2.0,"2,372","1,283",,,,,,,,
60443,Solar PV,2.0,NSTAR Electric Company,0.0667,2.0,"1,168",632,,,,,,,,
60444,Energy Storage,2.0,Puget Sound Energy Inc,0.0,2.0,(258),(108),,,,,,,,
60445,Solar PV,40.0,Idaho Power Co,0.2686,40.0,"94,128","49,773",,,,,,,,
60446,Solar PV,1.0,Pacific Gas & Electric Co,0.2304,1.0,"2,018","1,102",,,,,,,,
60447,Solar PV,1.2,Baltimore Gas & Electric Co,0.1402,1.2,"1,474",714,,,,,,,,
60448,Solar PV,1.0,Georgia Power Co,0.1737,1.0,"1,522",772,,,,,,,,
60449,Solar PV,50.0,PacifiCorp,0.2627,50.0,"115,082","60,853",,,,,,,,
60450,Solar PV,1.1,Pacific Gas & Electric Co,0.1992,1.1,"1,919","1,048",,,,,,,,
60451,Solar PV,1.0,The Narragansett Electric Co,0.1599,1.0,"1,401",758,,,,,,,,
60452,Solar PV,3.9,Public Service Elec & Gas Co,0.0768,3.9,"2,625","1,376",,,,,,,,
60453,Solar PV,2.0,Niagara Mohawk Power Corp.,0.1055,2.0,"1,848",969,,,,,,,,
60454,Solar PV,2.6,New York State Elec & Gas Corp,0.1265,2.6,"2,880","1,510",,,,,,,,
60455,Solar PV,1.9,Niagara Mohawk Power Corp.,0.1609,1.9,"2,678","1,404",,,,,,,,
60456,Solar PV,1.9,Niagara Mohawk Power Corp.,0.1536,1.9,"2,557","1,340",,,,,,,,
60457,Biomass,7.0,Central Maine Power Co,0.7914,8.5,"58,928","24,485",117.0,49.0,12.0,0.0,70272.0,9223.0,2253.0,
60458,Solar PV,2.8,Massachusetts Electric Co,0.1052,2.8,"2,579","1,395",,,,,,,,
60459,Combustion Turbine,86.0,AEP Texas Central Company,0.0533,121.0,"56,528","28,492",7.0,4.0,0.0,43149.0,1326.0,133.0,43185.0,
60460,Combustion Turbine,86.0,CenterPoint Energy,0.0581,121.0,"61,604","31,050",6.0,4.0,0.0,47740.0,1425.0,142.0,47779.0,
60461,Solar PV,1.6,Baltimore Gas & Electric Co,0.1441,1.6,"2,020",979,,,,,,,,
60462,Solar PV,2.0,Niagara Mohawk Power Corp.,0.1469,2.0,"2,573","1,349",,,,,,,,
60463,Solar PV,1.6,Central Hudson Gas & Elec Corp,0.0275,1.6,385,202,,,,,,,,
60464,Combined Cycle,926.0,West Penn Power Co,0.5196,1134.0,"5,161,329","2,850,154",90.0,49.0,11.0,2172249.0,75684.0,7568.0,2174323.0,
60465,Solar PV,1.5,Delmarva Power,0.1865,1.5,"2,450","1,187",,,,,,,,
60467,Solar PV,40.0,Arizona Public Service Co,0.3315,40.0,"116,169","58,519",,,,,,,,
60468,Combustion Turbine,117.0,CenterPoint Energy,0.0664,121.5,"70,635","35,602",8.0,6.0,0.0,53131.0,1977.0,198.0,53186.0,
60469,Solar PV,18.0,Georgia Power Co,0.1983,18.0,"31,274","15,856",,,,,,,,
60470,Onshore Wind,100.8,Ohio Power Co,0.3525,100.8,"311,224","91,644",,,,,,,,
60471,Onshore Wind,212.0,Commonwealth Edison Co,0.0412,194.3,"70,059",0,,,,,,,,
60472,Solar PV,1.0,City of San Antonio - (TX),0.225,1.0,"1,971","1,021",,,,,,,,
60473,Solar PV,1.3,NSTAR Electric Company,0.1441,1.3,"1,641",888,,,,,,,,
60474,Solar PV,20.0,Southern California Edison Co,0.3068,20.0,"53,746","29,339",,,,,,,,
60475,Solar PV,20.0,Southern California Edison Co,0.3056,20.0,"53,543","29,228",,,,,,,,
60476,Solar PV,1.2,NSTAR Electric Company,0.1408,1.2,"1,480",801,,,,,,,,
60477,Solar PV,1.7,Niagara Mohawk Power Corp.,0.1581,1.7,"2,355","1,234",,,,,,,,
60478,Solar PV,1.0,Niagara Mohawk Power Corp.,0.1614,1.0,"1,414",741,,,,,,,,
60480,Solar PV,2.1,"Duke Energy Carolinas, LLC",0.1589,2.1,"2,923","1,503",,,,,,,,
60481,Solar PV,20.0,Southern California Edison Co,0.3102,20.0,"54,353","29,670",,,,,,,,
60484,Solar PV,4.9,Virginia Electric & Power Co,0.2111,4.9,"9,063","4,660",,,,,,,,
60485,Solar PV,20.0,Southern California Edison Co,0.2996,20.0,"52,482","28,649",,,,,,,,
60486,Onshore Wind,25.0,NorthWestern Energy LLC - (MT),0.377,25.0,"82,561","32,547",,,,,,,,
60487,Solar PV,5.0,Virginia Electric & Power Co,0.1272,5.0,"5,570","2,864",,,,,,,,
60489,Solar PV,7.5,Public Service Elec & Gas Co,0.1565,7.5,"10,285","5,391",,,,,,,,
60490,Solar PV,20.0,Pacific Gas & Electric Co,0.2881,20.0,"50,469","27,550",,,,,,,,
60491,Solar PV,90.0,Los Angeles Department of Water & Power,0.1405,91.5,"112,586","74,218",,,,,,,,
60492,Solar PV,2.0,Massachusetts Electric Co,0.1866,2.0,"3,270","1,769",,,,,,,,
60493,Solar PV,2.5,Massachusetts Electric Co,0.1689,2.5,"3,699","2,001",,,,,,,,
60494,Solar PV,3.2,Massachusetts Electric Co,0.1927,3.2,"5,403","2,922",,,,,,,,
60495,Solar PV,1.3,The Narragansett Electric Co,0.1472,1.3,"1,676",907,,,,,,,,
60496,Solar PV,1.5,"Choptank Electric Coop, Inc",0.2072,1.5,"2,723","1,320",,,,,,,,
60497,Solar PV,2.0,"Poudre Valley R  E  A, Inc",0.2599,2.0,"4,553","2,408",,,,,,,,
60498,Solar PV,2.0,Massachusetts Electric Co,0.176,2.0,"3,083","1,668",,,,,,,,
60499,Solar PV,1.7,Public Service Elec & Gas Co,0.1369,1.7,"2,039","1,069",,,,,,,,
60500,Solar PV,0.9,Public Service Elec & Gas Co,0.1467,1.0,"1,285",674,,,,,,,,
60501,Solar PV,0.9,Public Service Elec & Gas Co,0.14,1.0,"1,226",643,,,,,,,,
60502,Onshore Wind,125.6,Brazos Electric Power Coop Inc,0.3725,125.6,"409,818","154,744",,,,,,,,
60506,Energy Storage,4.0,Electric Transmission Texas LLC,0.0,4.0,(42),(10),,,,,,,,
60507,Solar PV,4.0,New York State Elec & Gas Corp,0.0709,4.0,"2,483","1,302",,,,,,,,
60509,Solar PV,2.3,San Diego Gas & Electric Co,0.214,3.0,"5,624","3,070",,,,,,,,
60511,Solar PV,10.0,City of Colorado Springs - (CO),0.2712,10.0,"23,755","12,561",,,,,,,,
60514,Solar PV,1.6,Georgia Power Co,0.0911,1.6,"1,277",647,,,,,,,,
60516,Solar PV,3.0,San Diego Gas & Electric Co,0.2739,3.0,"7,198","3,929",,,,,,,,
60517,Hydro,6.0,Puget Sound Energy Inc,0.1901,6.0,"9,993","4,462",,,,,,,,
60518,Energy Storage,2.0,Green Mountain Power Corp,0.0543,4.0,"1,902","1,001",,,,,,,,
60518,Solar PV,2.0,Green Mountain Power Corp,0.0543,4.0,"1,902","1,001",,,,,,,,
60519,Solar PV,10.0,Northern States Power Co - Minnesota,0.2128,10.0,"18,643","11,444",,,,,,,,
60520,Solar PV,6.0,Northern States Power Co - Minnesota,0.2027,6.0,"10,655","6,541",,,,,,,,
60521,Solar PV,4.0,Northern States Power Co - Minnesota,0.2048,4.0,"7,177","4,406",,,,,,,,
60522,Solar PV,6.5,Northern States Power Co - Minnesota,0.1732,6.5,"9,860","6,053",,,,,,,,
60523,Solar PV,6.5,Northern States Power Co - Minnesota,0.1909,6.5,"10,872","6,674",,,,,,,,
60524,Solar PV,5.5,Northern States Power Co - Minnesota,0.1934,5.5,"9,318","5,720",,,,,,,,
60525,Solar PV,4.5,Northern States Power Co - Minnesota,0.1899,4.5,"7,486","4,595",,,,,,,,
60526,Solar PV,4.5,Northern States Power Co - Minnesota,0.2063,4.5,"8,131","4,991",,,,,,,,
60527,Solar PV,7.5,Northern States Power Co - Minnesota,0.1925,7.5,"12,648","7,764",,,,,,,,
60528,Solar PV,3.5,Northern States Power Co - Minnesota,0.1772,3.5,"5,433","3,335",,,,,,,,
60529,Solar PV,3.5,Northern States Power Co - Minnesota,0.1997,3.5,"6,123","3,759",,,,,,,,
60530,Solar PV,10.0,Northern States Power Co - Minnesota,0.2133,10.0,"18,685","11,470",,,,,,,,
60531,Solar PV,4.0,Northern States Power Co - Minnesota,0.1906,4.0,"6,677","4,099",,,,,,,,
60532,Solar PV,10.0,Northern States Power Co - Minnesota,0.2022,10.0,"17,709","10,871",,,,,,,,
60533,Solar PV,5.5,Northern States Power Co - Minnesota,0.1844,5.5,"8,886","5,455",,,,,,,,
60534,Solar PV,8.5,Northern States Power Co - Minnesota,0.1832,8.5,"13,639","8,373",,,,,,,,
60535,Solar PV,6.8,South Carolina Electric&Gas Company,0.2196,6.8,"13,079","6,339",,,,,,,,
60536,Combustion Turbine,5.2,Southwestern Electric Power Co,0.8577,5.6,"42,074","20,311",76.0,37.0,1.0,27933.0,1054.0,105.0,27962.0,
60537,Solar PV,2.2,Green Mountain Power Corp,0.1649,2.2,"3,178","1,719",,,,,,,,
60538,Solar PV,5.0,Duke Energy Progress - (NC),0.2007,5.0,"8,791","4,520",,,,,,,,
60539,Solar PV,71.0,Duke Energy Progress - (NC),0.2117,71.0,"131,685","65,580",,,,,,,,
60540,Solar PV,35.0,Duke Energy Progress - (NC),0.17,35.0,"52,119","27,259",,,,,,,,
60541,Onshore Wind,1.9,"Farmers Electric Coop, Inc - (IA)",0.3228,1.9,"5,373","1,760",,,,,,,,
60542,Solar PV,1.3,Green Mountain Power Corp,0.1335,1.3,"1,520",822,,,,,,,,
60544,Solar PV,1.0,Tri-County Elec Member Corp,0.2122,1.0,"1,859",943,,,,,,,,
60545,Onshore Wind,147.2,Oklahoma Gas & Electric Co,0.4178,147.2,"538,753","206,833",,,,,,,,
60547,Solar PV,1.9,Green Mountain Power Corp,0.1733,1.9,"2,884","1,560",,,,,,,,
60548,Solar PV,9.9,PacifiCorp,0.2388,9.9,"20,706","11,319",,,,,,,,
60549,Solar PV,4.9,Duke Energy Progress - (NC),0.2138,5.0,"9,364","4,815",,,,,,,,
60550,Biomass,93.5,Georgia Power Co,0.0661,58.0,"33,557","2,063",29.0,2.0,4.0,0.0,20530.0,2695.0,658.0,
60551,Onshore Wind,90.0,Pennsylvania Electric Co,0.0131,90.0,"10,356",0,,,,,,,,
60552,Solar PV,50.0,Mississippi Power Co,0.2093,50.0,"91,674","44,848",,,,,,,,
60553,Solar PV,5.0,Duke Energy Progress - (NC),0.2209,5.0,"9,677","4,976",,,,,,,,
60554,Solar PV,52.5,Satilla Rural Elec Member Corporation,0.2361,52.5,"108,582","52,077",,,,,,,,
60555,Solar PV,16.0,Pickwick Electric Coop,0.2177,16.0,"30,519","16,502",,,,,,,,
60556,Solar PV,8.0,Pickwick Electric Coop,0.2201,8.0,"15,426","8,341",,,,,,,,
60558,Solar PV,20.0,Southern California Edison Co,0.3354,20.0,"58,757","32,074",,,,,,,,
60559,Combustion Turbine,50.099999999999994,City of Marquette - (MI),0.3202,51.3,"143,874","62,116",1711.0,738.0,2.0,74680.0,2892.0,300.0,74761.0,
60560,Solar PV,53.0,Tennessee Valley Authority,0.225,53.0,"104,470","63,481",,,,,,,,
60561,Energy Storage,1.0,Georgia Power Co,0.0,1.0,(44),(19),,,,,,,,
60562,Energy Storage,1.0,Green Mountain Power Corp,0.1548,5.9,"8,001","4,412",,,,,,,,
60562,Solar PV,4.9,Green Mountain Power Corp,0.1548,5.9,"8,001","4,412",,,,,,,,
60564,Combustion Turbine,46.5,Rochester Public Utilities,0.1072,46.5,"43,647","20,532",469.0,220.0,1.0,21493.0,811.0,81.0,21515.0,
60565,Energy Storage,1.5,San Diego Gas & Electric Co,0.0,1.5,(4),(2),,,,,,,,
60566,Energy Storage,1.5,San Diego Gas & Electric Co,0.0,1.5,(5),(2),,,,,,,,
60567,Energy Storage,2.0,San Diego Gas & Electric Co,0.0,2.0,(3),0,,,,,,,,
60568,Energy Storage,1.0,San Diego Gas & Electric Co,0.0,1.0,(38),(16),,,,,,,,
60569,Energy Storage,7.5,San Diego Gas & Electric Co,0.0,7.5,(923),(423),,,,,,,,
60570,Energy Storage,30.0,San Diego Gas & Electric Co,0.0,30.0,"(6,256)","(3,232)",,,,,,,,
60571,Landfill Gas,1.4,San Diego Gas & Electric Co,0.2762,1.6,"3,871","1,611",0.0,0.0,1.0,0.0,0.0,0.0,0.0,
60573,Solar PV,2.1,Wisconsin Power & Light Co,0.166,2.1,"3,053","1,685",,,,,,,,
60574,Onshore Wind,225.0,Northwestern Electric Coop Inc - (OK),0.5027,225.0,"990,780","392,598",,,,,,,,
60575,Solar PV,5.0,Duke Energy Progress - (NC),0.2175,5.0,"9,525","4,898",,,,,,,,
60576,Solar PV,5.0,Duke Energy Progress - (NC),0.2193,5.0,"9,603","4,938",,,,,,,,
60577,Solar PV,5.0,Duke Energy Progress - (NC),0.2063,5.0,"9,034","4,645",,,,,,,,
60578,Solar PV,5.0,Duke Energy Progress - (NC),0.203,5.0,"8,889","4,571",,,,,,,,
60579,Solar PV,5.0,Duke Energy Progress - (NC),0.2182,5.0,"9,559","4,915",,,,,,,,
